tweet_id,sentiment,author,content
1956980788,neutral,nathaliep,"@Mennard time diff and i've just been wrapped up in day to day stuff so i havent been tweeting. talk soon,must sleep...up in 6hrs"
1956980883,neutral,hollywoods500,@benballer  no way! damn that sucks B!  are you ok?
1956980972,worry,syl3nt,sucks not being able to take days off of work or have the money to take the trip  so sad
1956981427,enthusiasm,Caillie,"bed...sorta. today was good, sara has strep thought Angelina does to; i shared a water with her B4 they told me, i will prob get it to"
1956981850,neutral,robuttley,@ramtops the recession. her hotel are restructuring how the accounts are done. adds a bit more pressure in the short term but we'll cope
1956982075,neutral,minamic,@lostluna But I got dibs on Sulu...
1956982383,sadness,Ameeee,"@maternitytees Aww  Onward and upwards now, yay! Still sad to leave I bet."
1956982449,worry,DawnofOURnight,@itsgabbith at once haha.  poor aby still gets sore!
1956982576,sadness,kShadhavar,diesel yaris... 70mpg  so sad its not available in the US. That'd be awesome.
1956982605,sadness,Diyeni,I want to buy this great album but unfortunately i dont hav enuff funds  its &quot;long time noisy&quot;
1956983160,sadness,crittyjoy,@Pokinatcha  in all honesty...pain   blech.
1956983171,sadness,paulyum,Ok ... the passengers ... no one is alive ... they're all dead ... you just don't know it til the end ... then you cry ...
1956983467,neutral,njc87,At home alone with not much to do
1956983509,worry,heyitsmisti,@DavidCookLove ia so much! i haven't really been happy with any of cooks choices for singles.
1956983690,sadness,Trishalove,@vincew @stefanyngo  i fell asleep on the beach and didn't put on enough sunscreen  lol
1956983851,worry,sweetkisses277,So i think my son might have the flu cause I def. just cleaned up a stanky puke mess  Poor pumkpin
1956983874,happiness,joia,"So great to see Oin &amp; Cynthia.  So happy.  Dinner was great, cute little place.  Too bad Oin got sick afterwards."
1956983931,neutral,MunkyMunch,I cant give @jertronic any bday nudges.
1956984185,worry,HarryLyme,...and all woman who transfer their first impressions (sexual/maternal) onto a less 'threatening' man -- are themselves as weak as 'Him'
1956984205,neutral,chicabajoelsol,Brothers Bloom won't be opening this weekend in El Paso.  I'll just buy Brick and enjoy that until I can watch Brothers Bloom.
1956984559,neutral,Marielii,says I miss plurking.  http://plurk.com/p/wxion
1956984864,worry,Amantou,"Bitten to blood by my cat, on my way for a rabies bacterin. Seems 7 shots for 2 months. Never wash my cats at home again, they hate water"
1956984894,neutral,Chai_Bo,I miss Voobys!
1956985129,neutral,Cookphotos,@Dancing_Monk Neither are ELP!!
1956985535,happiness,quarrygirl,"@havingmysay  dude, that is my favorite sandwich place ever. ummm did you take PICTURES?"
1956985612,worry,juliehuang,is sad that shin ae got married...and it wasn't to alex
1956985758,worry,jazz_angela,"@shondarhimes Sure you will tweet about this when you're back, but news is abuzz about TR Knight's leaving &quot;confirmed&quot; today.  Muy triste."
1956985764,sadness,Samm_xo,@RachelLock22 ohh thursday i have exams.. all day  what about wednesday ?
1956985973,neutral,ssabz,there was a mix up with my dentist appt this afternoon. so they rescheduled me for tomorrow @ 9am.
1956986211,sadness,metaphysical1,"@gcrush @nopantsdance i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go."
1956986359,worry,bittenbyte,"goooood mooorning people... sun is out.. definitly spring now, we had our first spring hail storm, my car has dimples now.."
1956986767,sadness,AshLaws,@artfuldodga I love those 'it'sakey' USB sticks. We only have the 4GB in Australia
1956987381,worry,supkeke,fresh prince and sleepy sleeps my nightly routine  gotta go to Dmv early tmrw
1956987600,hate,naterkane,dammit! hulu desktop has totally screwed up my ability to talk to a particular port on one of our dev servers. so i can't watch and code
1956987828,worry,palomalopes24,@emmarler i am jealous of your mom talking to @taylorswift13. i want to see you all our twittering is making me miss you
1956987904,worry,creativevixen86,I can't sleep...I keep thinking about the puppy I played with today
1956987950,worry,smiles4dayyz,.. I'm suppposed to be sleep. But i got some much to do. &amp; i got that one part of the song stuck in my head &quot;your a jerk (iknow)&quot;  blaahh
1956988145,neutral,padfootly,@lepetitagneau what's going on sweetheart?
1956988218,neutral,callatya,"How can it be so freaking difficult to get a system-wide spellchecker? Shit, I'd settle for an office suite one. Stupid unhelpful Windows"
1956988223,worry,kabilan,"Last one month due to summer, strawberry is not availble in the Chennai markets!"
1956988477,neutral,enlightenthem,@willxxmobb work at 6am. Gotta go to bed soon
1956989093,love,Angela_Grace,@RobertF3 correct! I ADORE him. I just plucked him up and put him under my arm cuz he was cryin.  All better now! Hahaha
1956989514,sadness,yellowduckx,@sweeetnspicy hiii im on my ipod...i cant fall asleep
1956989526,sadness,KaKuBby,dont wanna work 11-830 tomorrow  but i get paid
1956989560,sadness,benchidol,feels sad coz i wasnt able to play with the guys!!!  http://plurk.com/p/wxiux
1956989561,neutral,outrAjusCharmer,PrinceCharming
1956989601,hate,M0anique,@ cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS
1956989914,worry,Fowl2,First ever dropped call on my mobile. On a call to @Telstra no less! ( being charged for data even though I have a data pack  )
1956990288,hate,MissPassion,@mrgenius23 You win ... SIGH Rakeem
1956990413,neutral,Wendywitwoo,Oh is that time for real?
1956990568,sadness,sarah_walter,Darn these allergies! I don't like this time of year because of this! I never used to have this problem either
1956990729,worry,marpizza,Oh no one minute too late! Oh well
1956991009,hate,rdyfrde,"@soviet_star Damn, that sucks"
1956991673,sadness,M0anique,@cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS
1956991704,hate,Tweetyangie,@mileycyrus THIS WEBSITE GAVE ME A VIRUS! When i opened it more windows kept POPPING up
1956991723,worry,briwyatt,ahh! big scary bug flying around my room!!!!!
1956992030,sadness,mafiaman8108,"I wish she knew what she puts me through..She stole my heart, never gave it back..and occasionally she likes to be like look what I have!"
1956992144,worry,Margotkay,is up with a nasty cough i cant be sick i have a huge weekend ahead of me
1956992349,neutral,jarekpastor,@justamedicine  That was stone cold   Crazy....  ?
1956993007,boredom,villa_ld,i'm so tired
1956993080,neutral,cheiyinkeithsui,shift time  bbye biochem waaaaahhhhhh!! http://plurk.com/p/wxizo
1956993206,neutral,dashdragan,@melbournegirl I'm sure some1 will cum out and play. I'm workin through til midnight.
1956994067,neutral,lockerhaxor,@thecreativeone I second that. I wish it rained more where I am
1956995196,sadness,jnvelasquez912,@neesabear early happy day of birth in case I don't make it! Very tired from therapy today n just taking my medicine!  misshu! Love ya!
1956995505,neutral,twakatovsrocks,damn it were is Eric or anyone else when you need your hair to be played with
1956995679,neutral,jmil1733,I'm feel deflated. Ugh. No more dog.
1956995762,sadness,foxtail84,Allergies suck ducks nuts.     &lt;=====8@8=====&gt;
1956995852,neutral,ErikaAlexxis,Well it almost was a good day... Guess I just retry tomorrow
1956996081,hate,snursalim,@IamYeTe Waraku is tasteless and expensive! Portion is so little!!!!!  re: waraku
1956996385,love,votech,@freepbx sounds good. Appreciate the suggestion. Been a week now and we're still offline  Time to ask for a refund...
1956996470,worry,ohmygoshnina,"@poinktoinkdoink He died.  Wait, what about Magic Jack? I just read it."
1956996673,hate,Merekdavis,@britblackbird  youstinkatrespondingtotexts!
1956996730,sadness,Rowch,wonders why her Karma points turned into 0.00.  http://plurk.com/p/wxj54
1956996765,happiness,rarmendariz,"Need to pack for CALI CALI! Cannot waittt! Thinking a glass of wine is in order to celebrate my weekend vaca. Still work 2morrow, tho."
1956996776,sadness,KitaCupcake,Is miserable  i feel like im gona cry  sux!
1956997143,neutral,louiethecat,@megturney well I ran out of beer so I left. Not sure about the ETA. Waiting waiting waiting. Bleh  Gonna be a long nite methinks.
1956997352,worry,1azylizzie,$#@! My nose stud fell out and I can't find it  Looks like I'll have to head into Amsterdam today and get a new one
1956997619,neutral,kudosbeauty,"claire @breakfastnt love the show, got into the office @ 5am and no radio"
1956998370,love,rockinchick11,Pats in philly at 2 am. I love it. Mmm cheesesteak.  Miss my boyfriend   but I love vacation.
1956998532,sadness,katienaas,*sigh* I'm going to bed... I just don't feel right anymore...
1956998538,neutral,jeannicole,What? I focused on Tom so much I didn't see my beloved Barack! Oh no! I must vote for both! Poor president only has 626 votes.
1956998698,neutral,FoOie,@jwillock EpiCentre Wheelock Place - tourists only..
1956998704,sadness,sillynic,Now I am depressed after watching so you think you can dance
1957000040,sadness,minauderie,"Just cross 'cause I'm stuck twiddling my thumbs now, ugh"
1957000077,neutral,danzjoe,miss 16'th
1957000152,neutral,RoxieDax,"@TheHarvardian I know. But like I said, I have no idea how long it takes for them to investigate this stuff."
1957000290,worry,Ohtybaby,"I cant sleep, but im too sore to move"
1957000314,neutral,Phenikone,@LaFloozita http://twitpic.com/4phze - Awe! I miss my baby
1957000336,empty,Gen22,@softtouchme just answered you- never learned how to write in French- just basic stuff-
1957000372,neutral,cv70,what is it with chocolates? i just can never say no
1957000788,worry,zpavic,Achieving a new appreciation on how a xml build script can really be painful and cumbersome
1957001049,neutral,amy__xx,@ether_radio i'm too awake now  ill have a nap this afternoon
1957001370,worry,katlovesjoelk,@omfgiselle i cant do anything
1957001496,neutral,miss_sammi,still needs another 6 hours of sleep
1957001506,relief,benmfowler,I'm at work
1957001854,fun,Samiijoo,RIP leonardo. You were a great mini fiddler crab
1957001967,neutral,mozwold,"Morning tweeple,way to early again"
1964149732,love,MoragIrving,"@MissKibbles Thanks, thought that may have been the case  chap here doing awful job of Addicted on BGTalent....."
1964150267,fun,12gaBrowningGal,"@rickblanton Not married any more! Silly man! That was done long ago, you do read my tweets! Barely escaped w/out paying him alimony!"
1964150348,love,ciara73,@lizzie123x aww sweetie  you could always take a break and read or write something happier that'll make you feel better
1964150744,worry,sweetdee30,Now standing because my tailbone is killing me
1964150826,sadness,l17_glg,@Clumsyflic the kid that got a second chance shudnt have. mowgli didnt. gutted
1964151538,worry,ailuj1997,So freaking close to getting my car back. Told me I could pick it up then call back to tell me there is a crack in the mfing windshied.
1964151691,sadness,ronarama,really really misses her
1964151823,worry,yummkathycakes,does not want to go to sixth period.
1964151900,sadness,rawsul,"oh yes, the Cavs win game5, now onto game6. it's still danger, they HAVE to win this one either, it's no shot for the championship"
1964152153,hate,xlil_emmax,ughh feel rubbish
1964152160,neutral,WandaDiaz,@ the office craving ice cream
1964152263,worry,Love_TreySongz,deff workin this weekened
1964152714,hate,claireyfairy1,#bgt What happened Greg.  That was a rubbish follow up.
1964153032,sadness,HautTotes,"Damn, I never knew I could miss my phone so much for 4 hours till they told me I won't have it back till then"
1964153184,sadness,savannaislame,"playing with Zeke, he's leaving today"
1964153291,worry,TinaKirkines,"@ChantelleDaily sold out in 6 stores, i don't think so"
1964153322,worry,Iluvthelord01,Just finished taking world geograhy final!!! I think I did bad!!!!
1964153435,sadness,LauraLeeShaw,@KellyCombs  I'm bummed to miss you.   Hope you enjoy your writing conf. tho!
1964153650,worry,laubow_,@MegsEggs i know its such a shame  i think they've got a good chance &amp; i hope they do coz they are different aren't they &amp; great :]!
1964153689,neutral,x_Jasmin,There's Only One Thing I Hate About Friends And Dats When They Move Skl They Forget About Yuu
1964155604,worry,kryshakaye,I'm all scared and bruised.
1964155762,anger,KellieBean7,My throat is on fire
1964156054,sadness,VoniaPerna,I am sucking with the abbreviation today. Sorry  My sentences look like my eight year old is typing them. lol
1964156212,worry,JulzOnTheGO,Medicine Man Oh Medicine Man where for Art thou? FEELiN.... FAiNt... can't....go .....On (lyin on floor)  `````````
1964156621,enthusiasm,britttnicole,"yeahh, uhhh, not so sure if i'm feeling the new jonas songs just yet"
1964156699,sadness,HeriCabral,"@aaronob I had it! On my itunes, but then I lost all my songs."
1964156889,sadness,EmilyDeLapp,"Its official, I'm having the worst day. I called it a mile away"
1964157059,neutral,thethammavongsa,Last scheduled corn dog oc shift
1964157200,worry,ErikVoIP,Weekend looks sloppy  Looking forward to a great week with great customers!
1964157249,sadness,kt_scarlett,i'm sickk  ... tomorrow will be a disaster if i don't get better.
1964157263,empty,gillianre,"@sampan22 they did,"
1964157570,neutral,Jovi_Jonas,Its so obvious Holly will go thru on the public vote straight away.. SOOO obvious.  Then Aidan and Greg for judges but neither should go
1964157696,sadness,MeBeLindsay,im depressed on this pretty day  Everyone either is doing something or CAN'T...bleh -.-
1964157716,worry,sleepygorilla,"@misspache  Ya, it was pretty bad. Not sure when I will get to go visit. We have been super busy lately."
1964158014,worry,gracefh,head hurts and I feel sick  and I have to go to work tomorrow
1964158028,worry,SuperGinge,"@OhBlee awww, that sucks  But they're so awesome when you get one, all squeeky and happy. I only have one left now though"
1964158911,worry,Beccalou37,@nicola_prigg pah - she isn't ready for it poor little mite
1964159582,neutral,jrsteveosu2012,@Timothy_Carroll i want a marty mcflyy t-shirt.
1964159645,neutral,josefamanriquez,"@nicole531 http://twitpic.com/5s5f9 - Joe had the same shirt in the concer here, in Chilee! hahaha Big rob wasn't here"
1964159753,worry,whythulc,@HaleyFaye  Why?
1964159872,sadness,bellwerkz,@pawstoupdate that breaks my heart
1964159995,neutral,LegendaryWriter,@WeAreBrave  not
1964160363,worry,triplenickel,#bgt Will Holly take being paraded on stage again for potential rejection?
1964160893,neutral,kbourke,Fractured growth plate doesn't mix well with the upcoming dance recital for 12yr old.    Does anybody want to buy a costume...or six? GAH!
1964161180,worry,swallow_elxsol,@travisjestes  never have good dreams like that.
1964161284,worry,sherina,"WFD: Lasagna. Still 45 minutes to go, so hungry now."
1964161561,worry,arcticfox1996,ummmm i have no idea what im doing but my friend is pissed off at me now and i dont know why she hates me so much I NEED HELP BRITNEY plz
1964161809,neutral,Teddyron,Would like some Nutella. None to be had
1964161820,surprise,sinecoff76,"@sydneetaylor ur welcome sweetie . Anytime . I need to find a way to get more followers , I don't have many"
1964162257,love,sarahxmcfly,in edinburgh. just had a chinese yum! better take wee haggis out hes cryin at me   dunno y tho xox
1964162301,sadness,danipoynterjudd,"@mitchelmusso it's so sad, i'd love to talk to you but i live in the uk  can't wait for the new album, please say hi to me xxx"
1964162846,sadness,ellenfitz,"@DirtLawyer Re: SWA &amp; Pets - Good news for owners, bad news for people w/ allergies who needed to fly for less $$. Sad for many I know."
1964163179,surprise,sallyslytherin,"@glasgirl GAAAAAAASP I didn't know it will be the final one!!  Sad, I've been reading those books for years"
1964163268,hate,Lisaduhh,Work till 6..then dreadful tv shopping cause mine broke
1964163832,hate,CocoaGeek,"@MostTornBrain Agreed, the review process is unfortunately not a very fair one ...   #iphonedev"
1964163871,neutral,___Sunny___,@radioclash Ich will auch zu Pinkpop
1964164180,sadness,securityintern,"@ultramegaman I've never done a Friday digest... today is an anomaly, usually my schedule on Fridays doesn't leave time for it."
1964164410,sadness,XJonathanB,I already miss my Mohawk.
1964164426,empty,CTerry1985,@tom_pollard I have no denial for this because it is the fucking truth
1964164781,sadness,PuddleMonkey,Arrived safely in San Fran. Disgraced to report that I tossed my cookies. Seems I no longer have the constitution for flying.
1964204576,worry,jamesarthurreed,has a good heart... or so says the doctor. Except that the doctor won't be in until Tuesday afternoon to put that in writing....
1964204601,worry,rasmoses,"@MightyJunebugg nooo... as a font connoisseur i can totally relate dude, my heart goes out to you"
1964204673,surprise,officialpeta,@StefiBeautifulO I know.  There's no reason for any of that.
1964204712,sadness,sampan22,@gillianre  im not happy im emailin a complaint! haha il hav 2listen again on sunday
1964204730,sadness,BryanBej,"@LexieLovesgreys well sadly I live in the most boring city in the USA, so there is nothing to do here."
1964204774,empty,MaraBG,"@TomVMorris Tom, your FB link isn't working."
1964205666,sadness,ZuZuBrandy,"Cant believe Venus lost. A real shame. Smh. I think im getting sick  Had such a crap week, doesnt look like the wknd is gona be better!"
1964205698,neutral,sexidance,@oyfreakinvey ME TOO UGH
1964205890,neutral,EarthAngel05,"@Antonisha man those people are hard to reach, I've been stalking H.R."
1964206152,love,Andrealang132,"@LittleMissLea HAHAHAHAHAHAHAHAHAHAHAHA I love it!!! No, actually, I have been having mad cravings lately though"
1964206653,neutral,Thatd00d85,It's raining at seaworld
1964206804,worry,tannwick,@HoptonHouseBnB I know - no probs. The driving bit always gets to me this time of the ac. year  Which bit of sea are you going to? Aber?
1964206974,worry,mrs_mcsupergirl,@FreyaLynn it's too friggin late now.
1964207004,surprise,KRob5858,"Just got home, no rosie surprise of smiles hugs &amp; kisses waiting for me."
1964207138,worry,manda_rama,Almost 2 more hours then i'm out of work. Time couldn't go by any slower.
1964207345,sadness,ederner,my baby man is 4 years old a week today  he's growing up too fast.....
1964208340,empty,ActiveForever,"@thirstyfishinfo Speaking of fish, our company fish just died  RIP Julio"
1964208986,neutral,d437,People eight years my junior can't understand most of my references
1964209347,worry,njtam,at the direct selection tool who is being stubborn and not working for me today.
1964209419,surprise,Kiwikewlio,@nunie I have to go to Spanish mass on Sunday  And then write a couple of papers. Boo.
1964209476,worry,kristinluccoxxx,R.I.P little bird that flew into my window snapping his neck
1964209801,boredom,teribabyy,@ericmaglio1 i have no phone  whatchu doing tonight sucka. no dane cook she sold the tickets. lamee.
1964209913,neutral,TheKatieCherry,@steff_blehh where i do not see you steff  what time are you on it ?.
1964209934,sadness,justplaindave1,@Suziebee123 yes dear....  ... I'm opff bbl8r
1964210119,love,maddbass,@melodykid  i wlda seen it wit you! dummyhead.
1964210995,sadness,suppie,came online for a big cause. ruined
1964211150,worry,shaketramp,i got stung. by a bee.
1964211217,fun,xdanix1992,@djknucklehead  no water park today? made me jealous looking at that pic
1964211269,worry,rahuldewan,A long and stressful day coming up tomorrow. Have to write responses to EOI; doing a colleagues job
1964211722,worry,bonniengo,i have so much homework  i think i am going to hide in a corner and cry.
1964211999,fun,lisa_wilkins,I've already been cleaning for over an hour!!! So much more http://twitpic.com/67gzx
1964212128,neutral,travisking,@mcraddictal
1964212232,surprise,ttbubba101,@tinabby Got that right! And i know when I found out she wasn't coming i cried!  It really sucks but Im still happy she headlining  now!
1964212278,worry,tweetmarcus,"AAAAARRRRGGGHHH! there is a huge spider in the towel pile, *cries* glad Kerbear isn't here  sorry mum cant bring the rest in"
1964213920,worry,NastySteve,@adrenalynntoao I've been readin your last few twitts. I hope your ok
1964214022,worry,kkirkman,"@rolandsmartin Awe Man, I hope someone turns it in"
1964214177,surprise,Vikkipedia,@leahchu  that's the worst dream ever. weird to think all of those thoughts are in your subconscious.
1964214202,sadness,mlane,"@arnteriksen I'm having exactly the same day you are, man. Just buried over here  #FollowFriday"
1964214216,hate,irishsamom,I have had to yield my computer to the Webkinz Fan Club...
1964214391,sadness,MariamElisa,"@kaelahbee Aw, Kaelah I feel so bad for you. This sounds serious? Please get better soon. I admire you for still working hard and stuff."
1964214443,sadness,kierram,is feeling Fab today and missing my boo
1964214720,worry,anticipating,"@ausaudriel no money atm, plus I did that trial so I don't know if it would let me play without buying that new exp"
1964215211,neutral,conniecrosby,@egsa no plan currently
1964215219,hate,niannian,@msmiya127 did your car get towed? Thats what happened to redgie's car last time he went there  another reason why i don't like splashtown
1964215443,neutral,VampireAdam,@EllabellCullen3 I can't. I'm on my iPod and it doesn't have IM
1964215610,sadness,EmmettMcCardy,"@RosalieJHale I'm fine, I've just been trying to figure out the meaning behind this song, and I cant think of anything.  urlm.in/cnmt"
1964216248,relief,Dialemic,@drewave At least you made it
1964216402,worry,diamondbuyer,On runway 2 hours
1964216484,hate,josiek4,@Emilee_Marie Wish I could make it too!!! I hate my commute sometimes
1964217192,worry,jamesecook,#bgt It's a shame that the Dreambears won't get through
1964217532,fun,enliytenme,@LadyStar88 Lol...I am greedy. I'm craving Coldstone again.
1964217768,neutral,malloryhawk,@Blo0dsta1ned i know my mom is going up there monday with me to get it changed. i'm so upset
1964217954,worry,mel0690,"just took my best friend of 13 years, How well you know Katie Outzen quiz and failed, how does that happen? its just so sad!"
1964218496,hate,love_is_a_lie_,I always want to be perfect. Thatï¿½s so hard cause I even know that itï¿½s impossible. ...
1964218720,neutral,Remy_Foster,@ChickenStudios i dont know
1964219137,neutral,xRetroxMetrox,nothin to do
1964219427,neutral,LindsWhitehead,@TheRealKristi Many miles of driving today. No time to twitter
1964219963,relief,AnotherGoodDay,"Happy Friday Dance, no rain and I'm about outta here..till 2morrow  I sat the saturday morning shift, but its still all good"
1964220266,worry,T2amaziin619,Noooooo worst news ever today my tattoo artist is moving omg what am I going to do!?!?!?!?
1964220376,sadness,pinkgnomie,fed up of pain now
1964220405,worry,TheEmmaHamilton,@thisisryanross I won't leave you alone until you accept my appology
1964220909,hate,pixonu,Damn it. Totally gutted I decided not to go out tonight. Roni Size is DJing
1964221408,worry,mohalen,"@natalidelconte I bet you received lots of hit from that tweet; at work i cannot, wish i could"
1964221859,hate,chrisnemetz,At the art all state. I feel very sick.
1964222085,worry,VajayjayRojas,@Smokeroomsocial I'ma say you should smudge yourself before I start calling people given the malicious action we pulled the other night
1964222097,worry,ITG2009,How to get a $40 trumpet book - get caught in the rain with an $80 trumpet book ... oh dear  NY
1964222165,neutral,absoluteremix,@noland_fam lol it's coming up too  probably mid june early julyish???
1964222226,sadness,skads,Broke the laptop again...
1964222253,happiness,jenniesloan1,@nizhonipetphoto i wannna go   i wanna go anywhere but jersey
1964223019,worry,JackFenner,@kiteman1 yeah unfortuantley  Sam hanks crap bowl that he like rolled along the floor got me out  grr
1964223108,sadness,Mellogirl123,just wants to hear his voice
1964223157,worry,JeffreyNYC,@xXHAZELXx Don't think you would be happy if you were...
1964223464,worry,msmeg7594,wants to go back to charleston
1964223657,neutral,melissamychel,@opium_war  &lt;3?
1964224271,worry,danger_skies,@Doodlebug18 I'm sorry darling  anything I can do?
1964224366,neutral,AeriformOne,"Thats it, its the end. Tears for Fears vs Eric Prydz, DJ Hero   http://bit.ly/2Hpbg4"
1964224492,neutral,KyleBrees,Im on my way to brookings
1964224586,worry,patchworkboy,"My grandpa just told me he feels useless. I said, &quot;Papa you're in your 80's, you just do what makes you happy&quot;, somehow I doubt it helped"
1964224876,neutral,rosesandthorns2,"Changing to work,."
1964225286,neutral,brenz88,"Just finished her tennis match... Lost tho  6-3, 1-6, 4-6"
1964225332,sadness,lauraisyourhost,"my dog poppy is poorly  i hate seeing my pets ill, so sad!"
1964225710,hate,21seant,I went over the limit for actions per hour for twitter clients.  i hate that limit.
1964225858,neutral,jessiiemcfly,"aidan, please"
1964226282,happiness,cruz610,"@jtsui i wish i could sat but thats a super busy day  sunday perhaps? playing football in dolores park too, youre welcome to come hang!"
1964226818,neutral,21Kathy,"Back at home,11 hours till work"
1964226896,worry,LewyLouBear,"@MrJRGregory Im 20 - believe me, I've tried! I'm just too ginger! Freckles join up on my face - that's it!  get it out a bottle cancer ..."
1964227095,worry,LewyLouBear,"@MrJRGregory Im 20 - believe me, I've tried! I'm just too ginger! Freckles join up on my face - that's it!  get it out a bottle cancerfree"
1964227348,hate,BIGGC_,@LittleMissDx it sux ur so it a diff country
1964227836,fun,alexandradunn7,Took a long nap...I feel like I should still be asleep
1964228010,sadness,GordonVanDyke,"Hernia is hurting way more than usual tonight, no way I'm able to go out!"
1964228323,surprise,lifeonvinyl,@harrisonjsmith i need to get tickets though  idk how that is gonna happen
1964228324,hate,sarahbeery,swoobs and swass.... why the hell is air not on TODAY when I am packing  blech
1964228600,sadness,teufl0302,@eabearce oh @ work? poor boy
1964228733,worry,luv4randb1231,@canadian_diva yeah I know! other than youtube rip I don't know how to keep it.
